label,env_id,metric,x_axis,final_x,final_mean,final_std,best_x,best_mean,best_std,num_seeds
TRPO,Swimmer-v5,train_return_mean,epoch,200.0,77.99463088152375,21.96796202708945,196.0,79.21628337625356,23.293852241473832,3
NPG,Swimmer-v5,train_return_mean,epoch,200.0,31.69316083791597,0.2618103009039899,196.0,32.034166467078194,0.39478306924820095,3
PPO,Swimmer-v5,train_return_mean,epoch,200.0,112.27996053711917,5.320604841409722,187.0,112.30812747599464,3.377351979823054,3
