label,env_id,metric,x_axis,final_x,final_mean,final_std,best_x,best_mean,best_std,num_seeds
TRPO,Walker2d-v5,train_return_mean,epoch,200.0,746.7052288601136,458.97197508832505,200.0,746.7052288601136,458.97197508832505,3
NPG,Walker2d-v5,train_return_mean,epoch,200.0,73.30977020525829,56.412895534686854,200.0,73.30977020525829,56.412895534686854,3
PPO,Walker2d-v5,train_return_mean,epoch,200.0,3027.238862490019,985.8224042036039,194.0,3670.9193015427936,667.6123401253769,3
