label,env_id,metric,x_axis,final_x,final_mean,final_std,best_x,best_mean,best_std,num_seeds
TRPO,Hopper-v5,train_return_mean,epoch,200.0,1386.7291487719838,202.5867295063342,191.0,1594.5772495419899,267.73605416643426,3
NPG,Hopper-v5,train_return_mean,epoch,200.0,552.2587878605339,335.5144440844377,200.0,552.2587878605339,335.5144440844377,3
PPO,Hopper-v5,train_return_mean,epoch,200.0,2149.4659196221237,102.69635983423947,154.0,2609.9980409655814,389.56556225632255,3
