iteration,epoch,method,method_variant,estimator,env_id,suite,seed,trainable,did_update,env_steps,batch_env_steps,episodes_in_batch,episodes_in_epoch,num_workers,parallel_rollouts,train_return_mean,train_return_std,train_len_mean,ep_return_mean,ep_return_std,ep_len_mean,policy_loss_before,policy_loss_after,value_loss_before,value_loss_after,entropy,approx_kl,line_search_success,cg_norm,clip_fraction,kl_coef,value_explained_variance_before,value_explained_variance_after,collect_time_sec,update_time_sec,checkpoint_time_sec,wall_time_sec
1,1,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,1000333,1000333,16459,16459,12,1,63.73084983759471,47.95180044446631,60.77726471839115,63.73084983759471,47.95180044446631,60.77726471839115,33.07766342163086,34.473976135253906,nan,nan,2.7568154335021973,0.09679262340068817,nan,2.228297710418701,nan,nan,nan,nan,100.0426607131958,0.8779466152191162,0.0,100.92062306404114
2,2,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,2000727,1000394,17304,17304,12,1,89.64800850860233,20.90655835228892,57.81287563569117,89.64800850860233,20.90655835228892,57.81287563569117,43.720191955566406,43.93630599975586,nan,nan,2.691338300704956,0.012999620288610458,nan,1.071962833404541,nan,nan,nan,nan,99.70487928390503,0.5739717483520508,0.0,100.27886009216309
3,3,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,3001059,1000332,13006,13006,12,1,114.93572898403691,43.07370397028385,76.9131170229125,114.93572898403691,43.07370397028385,76.9131170229125,53.97654342651367,54.28568649291992,nan,nan,2.7242002487182617,0.01794956810772419,nan,2.0043725967407227,nan,nan,nan,nan,100.18300938606262,0.5725090503692627,0.0,100.75552463531494
4,4,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,4001665,1000606,10269,10269,12,1,152.27392918470173,62.22519839043485,97.43947804070504,152.27392918470173,62.22519839043485,97.43947804070504,67.16814422607422,67.62020111083984,nan,nan,2.7301487922668457,0.026688873767852783,nan,2.604689598083496,nan,nan,nan,nan,99.97362112998962,0.5775120258331299,0.0,100.55113935470581
5,5,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,5002098,1000433,9159,9159,12,1,199.38494638164633,55.90395756173985,109.22950103723115,199.38494638164633,55.90395756173985,109.22950103723115,83.2909927368164,83.73153686523438,nan,nan,2.6934216022491455,0.027912864461541176,nan,2.0421905517578125,nan,nan,nan,nan,100.03120946884155,0.5748302936553955,0.0,100.60604548454285
6,6,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,6002738,1000640,9191,9191,12,1,219.87441722297595,36.15946329909809,108.87172233706887,219.87441722297595,36.15946329909809,108.87172233706887,90.644775390625,90.84310913085938,nan,nan,2.659299373626709,0.012323575094342232,nan,1.4357200860977173,nan,nan,nan,nan,99.20077252388,0.5720551013946533,0.0,99.77283430099487
7,7,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,7003514,1000776,8817,8817,12,1,234.19093861463813,28.279912690922494,113.50527390268799,234.19093861463813,28.279912690922494,113.50527390268799,94.9040756225586,95.03311157226562,nan,nan,2.6275229454040527,0.007177248131483793,nan,1.3899744749069214,nan,nan,nan,nan,99.38724040985107,0.5678551197052002,0.0,99.95511269569397
8,8,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,8004314,1000800,8755,8755,12,1,242.22765549824928,25.278443457335023,114.31182181610508,242.22765549824928,25.278443457335023,114.31182181610508,97.82184600830078,97.95708465576172,nan,nan,2.622606039047241,0.007762369234114885,nan,1.2699792385101318,nan,nan,nan,nan,98.81393074989319,0.5669674873352051,0.0,99.38090395927429
9,9,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,9004918,1000604,8378,8378,12,1,256.01713818905597,31.777334038451563,119.43232275005968,256.01713818905597,31.777334038451563,119.43232275005968,102.03857421875,102.247802734375,nan,nan,2.6069283485412598,0.012158571742475033,nan,1.5985140800476074,nan,nan,nan,nan,98.48101568222046,0.5619029998779297,0.0,99.04292273521423
10,10,natural_pg,trpo_paper,trpo_paper,Hopper-v5,mujoco,2,1,1.0,10005593,1000675,8020,8020,12,1,273.90150742083557,36.14143905252087,124.77244389027432,273.90150742083557,36.14143905252087,124.77244389027432,107.45458984375,107.65980529785156,nan,nan,2.6016249656677246,0.012708642520010471,nan,1.272168755531311,nan,nan,nan,nan,97.666335105896,0.5633871555328369,0.0,98.22972846031189
