label,env_id,metric,x_axis,final_x,final_mean,final_std,best_x,best_mean,best_std,num_seeds
TRPO,ALE/Seaquest-v5,train_return_mean,epoch,300.0,471.0810810810811,,253.0,640.0,,1
PPO,ALE/Seaquest-v5,train_return_mean,epoch,300.0,907.741935483871,,295.0,949.8305084745764,,1
